超能少年之烈维塔任务;2012
泰坦尼克号;2012
爱丽丝梦游仙境;2012
平壤之约;2012
马兰花;2012
我的母亲大草原;2012
雪色;2012
老井;2012
老铃铛;2012
狂蟒惊魂;2012
梁山伯与祝英台;2012
满汉全席;2012
东邪西毒;2012
四大名捕;2012
忠诚与背叛;2012
擒爱记;2012
赛车总动员2;2012
巴山夜雨;2012
巢;2012
奇迹三雄之扑克牌游戏;2012
骆驼客;2012
第四期计划;2012
喋血孤城;2012
潜艇总动员2;2012
通天塔;2012
老师;2012
阙里人家;2012
我11;2012
古镇情缘;2012
让爱回家;2012
证人;2012
盗亦有道;2012
走路上学;2012
寻找刘三姐;2012
人世间;2012
背人的人;2012
与盗同眠;2012
红象;2012
第一军规;2012
阿凡达;2012
巴黎，上海;2012
逆风;2012
灵魂战车2：复仇时刻;2012
桔梗花;2012
夜袭;2012
青春;2012
稍安毋躁;2012
我的少女时代;2012
泰坦尼克号上的女佣;2012
幸福的事;2012
追凶;2012
超级战舰;2012
在绿地毯上;2012
迷踪：第九鹰团;2012
杀生;2012
冷酷收获;2012
追梦人;2012
迈阿密风云;2012
纽约行动;2012
仙女;2012
荒岛情未了;2012
侠盗石川;2012
茶亦有道;2012
爱在人间;2012
幸福家庭充满歌声;2012
清晨的枪声;2012
自由的人;2012
盗梦空间;2012
爱在你身边;2012
命运的宣战;2012
极致噩梦;2012
爱的艺术;2012
幸福的车轮;2012
爱情鸟;2012
飞越老人院;2012
花街欢乐坊;2012
恒山月光;2012
月球旅行记;2012
冬日青蛙;2012
人人都说我爱你;2012
超级女特工;2012
雷神;2012
湘江北去;2012
加勒比海盗：惊涛怪浪;2012
蓝的影子;2012
到期;2012
流言;2012
站立的男人;2012
头发;2012
阿格蕾;2012
我是中国人;2012
爱与勇气;2012
手风琴;2012
马达加斯加;2012
灵魂战车;2012
忍者神龟;2012
光棍终结者;2012
收藏记忆的角落;2012
不再让你孤单;2012
海洋;2012
云上太阳;2012
刘伯承市长;2012
早熟;2012
太阳花开;2012
幸福的向日葵;2012
欠我十万零五千;2012
鏖兵天府;2012
变身契约;2012
乌鲁木齐的天空;2012
金钱帝国;2012
永生羊;2012
黄昏;2012
别说抱歉，别说再见;2012
我的婚礼和其他秘密;2012
幸福之家;2012
雏菊;2012
尘网曦光;2012
额尔古纳河右岸;2012
月色狰狞;2012
谁的孩子;2012
困境;2012
父亲的草原母亲的河;2012
金画眉;2012
瘦身魔方之美丽不瘦;2012
一代天骄成吉思汗;2012
南京的那个夏天;2012
永州故事;2012
希望的梦想;2012
OK,大爱;2012
狂飙战警;2012
瞧，这一担儿挑;2012
圣地额济纳;2012
我是大熊猫;2012
骆驼圈;2012
亲合力;2012
印度拉贾;2012
跟踪;2012
篮球小皇帝;2012
冯志远;2012
车票;2012
精英部队：大敌当前;2012
新地道战;2012
尼玛家的女人们;2012
形影不离;2012
西施;2012
乐青春;2012
丛林有情狼;2012
来福来福;2012
temp;2012
骆驼旦;2012
梦游;2012
噪音控制;2012
红颜;2012
随心所爱;2012
跑;2012
生死罗布泊;2012
跑出一片天;2012
菜园子张青;2012
你是我的宝贝;2012
蓝色;2012
神秘代码;2012
颍河岸畔的春天;2012
复仇者联盟;2012
咖啡与神;2012
匆匆;2012
与妻书;2012
美丽上海;2012
男得有爱;2012
樱桃;2012
山外的彩虹;2012
迷雾;2012
夜郎;2012
别人的城市;2012
赛德克？巴莱;2012
一个老师的学校;2012
都市牧羊曲;2012
四戒;2012
街头舞王;2012
盛糖乐队;2012
回马枪;2012
纽约客@上海;2012
人狼大战;2012
宝岛双雄;2012
逃之夭夭;2012
三个火枪手;2012
法国电影展（陕西）;2012
朱大琴，请与本台联系;2012
迷途追凶;2012
背影;2012
暴走妈妈;2012
512汶川不相信眼泪;2012
新妈妈再爱我一次;2012
起舞的蝴蝶;2012
铡刀下的红梅;2012
寻龙夺宝;2012
手机;2012
草原上升起不落的太阳;2012
地域无门;2012
浩劫惊魂;2012
三枪拍案惊奇;2012
不可复制的恋人;2012
爱情天梯;2012
美丽的大脚;2012
正·青春;2012
天黑请闭眼;2012
龙虎门;2012
黑衣人3;2012
伯纳德行动;2012
惊天动地;2012
白蛇传;2012
堵车;2012
阳光盛夏;2012
天工开物;2012
鬼妹;2012
邓小平;2012
大漠赤诚;2012
狂奔蚂蚁;2012
风起云涌;2012
恋人絮语;2012
天地逃生;2012
童年旧事;2012
傲慢与偏见之简·奥斯汀;2012
神秘群岛;2012
风暴突击者;2012
雀黄色的自行车;2012
大块头有大智慧;2012
霍元甲;2012
安布拉契卡的小海豚;2012
勇闯16街区;2012
总统浪漫史;2012
乡兵的集会;2012
我与拉拉;2012
光荣的愤怒;2012
大城小事;2012
第一次;2012
神话;2012
爱封了;2012
真相大白;2012
亚瑟和他的迷你王国;2012
帝王道;2012
我的长征;2012
雨果;2012
野兽之心;2012
超蛙战士之威武教官;2012
醉后一夜;2012
我们去喝点酒吧;2012
爱在回响;2012
玫瑰神偷;2012
果实;2012
梅兰竹菊;2012
韭菜花开;2012
开往春天的地铁;2012
摇啊摇，摇到外婆桥;2012
为爱而来;2012
娜娜;2012
最好的朋友江竹筠;2012
无极限;2012
潘多拉的宝剑;2012
密室之不可告人;2012
那年的冬天;2012
小歌星;2012
战争童谣;2012
北京小妞;2012
闪闪的红星——红星小战士;2012
少林四小龙;2012
岳家小将;2012
白色星球;2012
少年雷锋;2012
刘胡兰;2012
别哭,妈妈;2012
红孩子;2012
五(二)班;2012
大闹天宫;2012
天行者;2012
长恨歌;2012
亚瑟王与棒球少年;2012
四个小伙伴;2012
应声阿哥;2012
霹雳贝贝;2012
小足球队;2012
下次开船港游记;2012
小花;2012
多梦时节;2012
超人总动员;2012
好孩子;2012
名侦探柯南：漆黑的追踪者;2012
离开雷锋的日子;2012
神奇海盗团;2012
小骑兵历险记;2012
姐姐;2012
火娃;2012
红孩儿大话火焰山;2012
会唱歌的土豆;2012
荧屏奇遇;2012
我的九月;2012
我和我的同学们;2012
童年警事(儿童片);2012
豆丁奇遇记;2012
琴童;2012
虾仔历险记;2012
闪闪的红星;2012
格兰特船长的儿女;2012
花儿朵朵;2012
春田花花同学会;2012
大气层消失;2012
两个小足球队;2012
两个孩子和狗;2012
三毛流浪记;2012
英雄小八路;2012
魔表;2012
没有爸爸的村庄;2012
海霞;2012
初恋这件小事;2012
亚瑟王;2012
鸡毛信;2012
小战象;2012
紫蝴蝶;2012
我给爸爸加棵星;2012
白雪公主之魔镜魔镜;2012
小兵张嘎;2012
